[2023-01-02 14:34:52] INFO: CheckM v1.2.2
[2023-01-02 14:34:52] INFO: checkm qa -o 6 xanthomonas.ms ncbi-genomes-2023-01-01.checkm
[2023-01-02 14:34:52] INFO: CheckM data: /home/djs217/checkm
[2023-01-02 14:34:52] INFO: [CheckM - qa] Tabulating genome statistics.
[2023-01-02 14:34:52] INFO: Calculating AAI between multi-copy marker genes.
[2023-01-02 14:34:52] INFO: Reading HMM info from file.
[2023-01-02 14:34:54] INFO: Parsing HMM hits to marker genes:
Bin Id	Marker Id	Gene Ids
GCA_019201325.1_ASM1920132v1_genomic	PF01343.13	JAHTUX010000007.1_275,JAHTUX010000012.1_73,JAHTUX010000014.1_70
GCA_019201325.1_ASM1920132v1_genomic	PF00308.13	JAHTUX010000001.1_296,JAHTUX010000015.1_23
GCA_019201345.1_ASM1920134v1_genomic	TIGR03150	JAHTVD010000002.1_177,JAHTVD010000030.1_30
GCA_019201345.1_ASM1920134v1_genomic	PF00308.13	JAHTVD010000006.1_174,JAHTVD010000011.1_62
GCA_019201345.1_ASM1920134v1_genomic	PF13857.1	JAHTVD010000022.1_2,JAHTVD010000047.1_4
GCA_019201345.1_ASM1920134v1_genomic	PF02580.11	JAHTVD010000016.1_1,JAHTVD010000063.1_7
GCA_019201365.1_ASM1920136v1_genomic	PF00308.13	JAHTUZ010000021.1_12,JAHTUZ010000043.1_7
GCA_019201365.1_ASM1920136v1_genomic	PF13857.1	JAHTUZ010000004.1_103,JAHTUZ010000022.1_16
GCA_019201365.1_ASM1920136v1_genomic	PF03547.13	JAHTUZ010000018.1_75,JAHTUZ010000053.1_23
GCA_019201375.1_ASM1920137v1_genomic	PF06463.8	JAHTVA010000001.1_7,JAHTVA010000002.1_3
GCA_019201375.1_ASM1920137v1_genomic	PF01967.16	JAHTVA010000001.1_5,JAHTVA010000002.1_4
GCA_019201375.1_ASM1920137v1_genomic	PF01343.13	JAHTVA010000012.1_71,JAHTVA010000033.1_31
GCA_019201375.1_ASM1920137v1_genomic	PF00308.13	JAHTVA010000008.1_61,JAHTVA010000023.1_34
GCA_019201375.1_ASM1920137v1_genomic	PF02391.12	JAHTVA010000001.1_3,JAHTVA010000002.1_7
GCA_019201375.1_ASM1920137v1_genomic	PF01436.16	JAHTVA010000022.1_25,JAHTVA010000043.1_11
GCA_019201405.1_ASM1920140v1_genomic	PF00515.23	JAHTVB010000011.1_24,JAHTVB010000011.1_67
GCA_019201405.1_ASM1920140v1_genomic	PF00574.18	JAHTVB010000041.1_5,JAHTVB010000055.1_18
GCA_019201405.1_ASM1920140v1_genomic	PF00308.13	JAHTVB010000005.1_9,JAHTVB010000008.1_63
GCA_019201405.1_ASM1920140v1_genomic	PF09369.5	JAHTVB010000008.1_12,JAHTVB010000025.1_47
GCA_019201425.1_ASM1920142v1_genomic	PF00308.13	JAHTVC010000001.1_393,JAHTVC010000008.1_29
GCA_019201445.1_ASM1920144v1_genomic	PF00308.13	JAHTVE010000001.1_200,JAHTVE010000010.1_73
GCA_019201465.1_ASM1920146v1_genomic	PF00308.13	JAHTVH010000001.1_292,JAHTVH010000008.1_141
GCA_019201465.1_ASM1920146v1_genomic	PF01142.13	JAHTVH010000003.1_395,JAHTVH010000008.1_36
GCA_019201465.1_ASM1920146v1_genomic	PF12242.3	JAHTVH010000008.1_8,JAHTVH010000011.1_103
GCA_019201485.1_ASM1920148v1_genomic	PF00308.13	JAHTVG010000002.1_275,JAHTVG010000019.1_12
GCA_019201525.1_ASM1920152v1_genomic	TIGR01051	JAHTUL010000005.1_217,JAHTUL010000031.1_16
GCA_019201525.1_ASM1920152v1_genomic	PF00574.18	JAHTUL010000017.1_2,JAHTUL010000044.1_4
GCA_019201525.1_ASM1920152v1_genomic	PF01343.13	JAHTUL010000005.1_223,JAHTUL010000008.1_100
GCA_019201525.1_ASM1920152v1_genomic	PF13857.1	JAHTUL010000011.1_72,JAHTUL010000012.1_54
GCA_019201525.1_ASM1920152v1_genomic	PF00542.14	JAHTUL010000014.1_40,JAHTUL010000031.1_29
GCA_019201525.1_ASM1920152v1_genomic	PF04069.7	JAHTUL010000010.1_139,JAHTUL010000025.1_18
GCA_019201525.1_ASM1920152v1_genomic	PF01337.13	JAHTUL010000009.1_23,JAHTUL010000037.1_1
GCA_019201545.1_ASM1920154v1_genomic	PF00308.13	JAHTUM010000001.1_269,JAHTUM010000015.1_41
GCA_019201545.1_ASM1920154v1_genomic	PF12705.2	JAHTUM010000009.1_48,JAHTUM010000019.1_54
GCA_019201545.1_ASM1920154v1_genomic	PF01337.13	JAHTUM010000003.1_208,JAHTUM010000006.1_159
GCA_020731405.1_ASM2073140v1_genomic	PF00308.13	JAJFMV010000005.1_145,JAJFMV010000019.1_29
GCA_020812955.1_ASM2081295v1_genomic	TIGR01755	JAJFNC010000002.1_355,JAJFNC010000018.1_23
GCA_020812955.1_ASM2081295v1_genomic	TIGR00831	JAJFNC010000018.1_28,JAJFNC010000021.1_82
GCA_020812955.1_ASM2081295v1_genomic	PF01938.15	JAJFNC010000005.1_66,JAJFNC010000007.1_158
GCA_020812955.1_ASM2081295v1_genomic	PF00308.13	JAJFNC010000003.1_9,JAJFNC010000018.1_89
GCA_020812955.1_ASM2081295v1_genomic	PF13857.1	JAJFNC010000001.1_347,JAJFNC010000014.1_104,JAJFNC010000023.1_47
GCA_020812955.1_ASM2081295v1_genomic	PF08546.6	JAJFNC010000014.1_137,JAJFNC010000021.1_6
GCA_020812955.1_ASM2081295v1_genomic	PF02558.11	JAJFNC010000014.1_137,JAJFNC010000021.1_6
GCA_020812955.1_ASM2081295v1_genomic	PF02391.12	JAJFNC010000020.1_60,JAJFNC010000026.1_43
GCA_020812975.1_ASM2081297v1_genomic	PF00308.13	JAJFND010000004.1_218,JAJFND010000014.1_56
GCA_020812975.1_ASM2081297v1_genomic	PF09369.5	JAJFND010000017.1_9,JAJFND010000034.1_3
GCA_020812995.1_ASM2081299v1_genomic	PF01938.15	JAJFNH010000001.1_298,JAJFNH010000015.1_17
GCA_020812995.1_ASM2081299v1_genomic	PF00515.23	JAJFNH010000001.1_282,JAJFNH010000003.1_365
GCA_020812995.1_ASM2081299v1_genomic	PF01343.13	JAJFNH010000005.1_66,JAJFNH010000014.1_75
GCA_020812995.1_ASM2081299v1_genomic	PF00308.13	JAJFNH010000003.1_19,JAJFNH010000008.1_94
GCA_020812995.1_ASM2081299v1_genomic	PF08546.6	JAJFNH010000004.1_12,JAJFNH010000007.1_215
GCA_020812995.1_ASM2081299v1_genomic	PF02558.11	JAJFNH010000004.1_12,JAJFNH010000007.1_215
GCA_020812995.1_ASM2081299v1_genomic	PF00545.15	JAJFNH010000002.1_33,JAJFNH010000009.1_141
GCA_020812995.1_ASM2081299v1_genomic	PF01337.13	JAJFNH010000002.1_32,JAJFNH010000009.1_142
GCA_020813005.1_ASM2081300v1_genomic	PF00308.13	JAJFNG010000002.1_118,JAJFNG010000029.1_32
GCA_020813005.1_ASM2081300v1_genomic	PF13857.1	JAJFNG010000011.1_41,JAJFNG010000028.1_11
GCA_020813005.1_ASM2081300v1_genomic	PF08546.6	JAJFNG010000011.1_8,JAJFNG010000034.1_2
GCA_020813005.1_ASM2081300v1_genomic	PF02558.11	JAJFNG010000011.1_8,JAJFNG010000034.1_2
GCA_020813015.1_ASM2081301v1_genomic	PF01832.15	JAJFNJ010000011.1_110,JAJFNJ010000014.1_96
GCA_020813015.1_ASM2081301v1_genomic	PF00515.23	JAJFNJ010000002.1_236,JAJFNJ010000014.1_129
GCA_020813015.1_ASM2081301v1_genomic	PF13223.1	JAJFNJ010000004.1_1,JAJFNJ010000014.1_95
GCA_020813015.1_ASM2081301v1_genomic	PF01343.13	JAJFNJ010000014.1_58,JAJFNJ010000025.1_45
GCA_020813015.1_ASM2081301v1_genomic	PF00308.13	JAJFNJ010000009.1_161,JAJFNJ010000010.1_85
GCA_020813015.1_ASM2081301v1_genomic	PF12705.2	JAJFNJ010000010.1_130,JAJFNJ010000014.1_140,JAJFNJ010000014.1_60
GCA_020813015.1_ASM2081301v1_genomic	PF08546.6	JAJFNJ010000003.1_138,JAJFNJ010000018.1_80
GCA_020813015.1_ASM2081301v1_genomic	PF02558.11	JAJFNJ010000003.1_138,JAJFNJ010000018.1_80
GCA_020813015.1_ASM2081301v1_genomic	PF13857.1	JAJFNJ010000003.1_155,JAJFNJ010000007.1_12
GCA_020813015.1_ASM2081301v1_genomic	PF01368.15	JAJFNJ010000012.1_111,JAJFNJ010000014.1_99
GCA_020813015.1_ASM2081301v1_genomic	PF00712.14	JAJFNJ010000010.1_84,JAJFNJ010000014.1_113
GCA_020813015.1_ASM2081301v1_genomic	PF02767.11	JAJFNJ010000010.1_84,JAJFNJ010000014.1_113
GCA_020813015.1_ASM2081301v1_genomic	PF02768.10	JAJFNJ010000010.1_84,JAJFNJ010000014.1_113
GCA_020813055.1_ASM2081305v1_genomic	PF03602.10	JAJFMZ010000010.1_78,JAJFMZ010000029.1_3
GCA_020813075.1_ASM2081307v1_genomic	PF01048.15	JAJFNB010000009.1_160,JAJFNB010000023.1_31
GCA_020813075.1_ASM2081307v1_genomic	PF00308.13	JAJFNB010000006.1_29,JAJFNB010000015.1_9
GCA_020813085.1_ASM2081308v1_genomic	PF03602.10	JAJFMY010000008.1_48,JAJFMY010000031.1_3
GCA_020813115.1_ASM2081311v1_genomic	PF00308.13	JAJFMW010000001.1_292,JAJFMW010000034.1_11
GCA_020813155.1_ASM2081315v1_genomic	PF03602.10	JAJFMX010000008.1_76,JAJFMX010000031.1_3
GCA_020813175.1_ASM2081317v1_genomic	TIGR01051	JAJFMU010000014.1_21,JAJFMU010000072.1_2
GCA_020813175.1_ASM2081317v1_genomic	TIGR00614	JAJFMU010000001.1_32,JAJFMU010000002.1_92
GCA_020813175.1_ASM2081317v1_genomic	PF07759.7	JAJFMU010000020.1_52,JAJFMU010000110.1_1
GCA_020813175.1_ASM2081317v1_genomic	PF00308.13	JAJFMU010000007.1_109,JAJFMU010000012.1_46
GCA_020813175.1_ASM2081317v1_genomic	PF00542.14	JAJFMU010000030.1_46,JAJFMU010000083.1_2
GCA_020813195.1_ASM2081319v1_genomic	PF01938.15	JAJFNI010000001.1_909,JAJFNI010000003.1_545
GCA_020813195.1_ASM2081319v1_genomic	PF01048.15	JAJFNI010000001.1_917,JAJFNI010000002.1_615
GCA_020813195.1_ASM2081319v1_genomic	PF01343.13	JAJFNI010000001.1_75,JAJFNI010000003.1_435
GCA_020813195.1_ASM2081319v1_genomic	PF00308.13	JAJFNI010000003.1_71,JAJFNI010000007.1_92
GCA_020813195.1_ASM2081319v1_genomic	PF08546.6	JAJFNI010000001.1_117,JAJFNI010000006.1_85
GCA_020813195.1_ASM2081319v1_genomic	PF02558.11	JAJFNI010000001.1_117,JAJFNI010000006.1_85
GCA_020813295.1_ASM2081329v1_genomic	TIGR03598	JAJFNE010000004.1_108,JAJFNE010000018.1_18
GCA_020813295.1_ASM2081329v1_genomic	PF00308.13	JAJFNE010000001.1_189,JAJFNE010000003.1_146
GCA_020813295.1_ASM2081329v1_genomic	PF06508.8	JAJFNE010000008.1_69,JAJFNE010000015.1_15
GCA_020813315.1_ASM2081331v1_genomic	PF00308.13	JAJFNF010000005.1_147,JAJFNF010000016.1_65
[2023-01-02 14:35:20] INFO: { Current stage: 0:00:27.827 || Total: 0:00:27.827 }
